Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R2DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R2WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R3DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.3pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R3WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R4BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R4CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R4DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.4pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R4WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R5BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R5DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.5pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R5WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R6DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.6pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R6WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R7BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R7CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R7DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.7pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R7WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R8BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R8CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R8DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.8pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R8WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R9DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.9pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R9WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E430FB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,43pF,±1%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E470FB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,47pF,±1%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R0DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R0WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R1BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R1CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R1DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.1pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R1WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R2BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R2DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R2WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R3DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.3pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R3WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R4BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R4CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R4DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.4pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R4WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R5BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R5DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.5pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R5WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R6BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R6CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R6DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.6pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R6WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R7DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.7pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R7WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R8BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R8CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R8DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.8pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R8WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R9BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R9CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R9DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.9pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R9WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.9pF,±0.05pF,
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E510FB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,51pF,±1%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E510GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,51pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E510JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,51pF,±5%,
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E560FB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,56pF,±1%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E560GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,56pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E560JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,56pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R0DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R0WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R1BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R1WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R2BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R2DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R2WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R3BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R3CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R3DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.3pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R3WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R4BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R4CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R4DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.4pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R4WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R5BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R5DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.5pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R5WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R6BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R6WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R7BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R7CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R7DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.7pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R7WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R8BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R8CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R8DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.8pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R8WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R9BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R9CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R9DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.9pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R9WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.9pF,±0.05pF,
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E620FB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,62pF,±1%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E620GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,62pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E620JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,62pF,±5%,
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E680FB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,68pF,±1%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E680GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,68pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E680JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,68pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R0BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R0WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R1BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.1pF,±0.1pF,
